humanLabel,genderLabel,label
Helene Uri,female,teacher
Alma Guillermoprieto,female,teacher
Oskar Lange,male,teacher
Phil Zimmermann,male,teacher
Chaïm Perelman,male,teacher
Inge Lønning,male,teacher
Nicole Marthe Le Douarin,female,teacher
Rodrigo Arocena,male,teacher
Alejandro Magariños Cervantes,male,teacher
Auguste Ambroise Tardieu,male,teacher
Hamid Dabashi,male,teacher
Ambrosius Hubrecht,male,teacher
Lois Capps,female,teacher
Richard Garfield,male,teacher
Antonio Pacinotti,male,teacher
Kristian Birkeland,male,teacher
Denise Majette,female,teacher
Veljo Tormis,male,teacher
Jozef Schell,male,teacher
Kaori Kobayashi,female,teacher
Pierre Clastres,male,teacher
Eva Lundgren,female,teacher
Arnold F. Holleman,male,teacher
Henry Corbin,male,teacher
